MatchAthleteID,RankDifference,HeadToHeadDifference,DifferenceDurationToDateVsOpponent,DifferenceDurationInLastYear,DifferenceDurationOnCourtThisTournament,DifferenceMatchesInLastYear,DifferenceTournamentsInLastYear,MatchResult
10694_P2,-31,0,-73,-73,,-2,-1,Won
10708_P2,-129,0,150,150,,5,5,Won
1333_P1,-197,0,-5263,477,-51,11,6,Lost
2957_P1,-188,0,5638,1479,,31,15,Lost
4628_P1,-98,0,8500,1494,,34,14,Won
6559_P1,-386,0,892,303,,8,4,Lost
6670_P1,-184,0,5274,1447,-6,28,12,Lost
7133_P1,-350,0,5612,1868,-79,46,16,Lost
7744_P1,26,0,-4275,-1241,-2,-25,-12,Lost
8204_P1,-187,0,98,60,,0,0,Won
8483_P1,8,0,1020,848,-38,20,10,Lost
8518_P1,-179,0,75,78,,2,2,Won
8807_P1,-76,0,1563,1562,,41,15,Lost
9218_P1,-1,0,198,-526,-18,-8,-4,Lost
10747_P1,20,0,-5,-5,-32,1,0,Lost
570_P2,-76,0,7821,412,,7,5,Lost
1287_P2,-59,0,2987,921,-75,19,4,Won
1372_P2,-157,0,7014,1545,-65,27,7,Lost
1810_P2,-29,0,7399,631,,16,4,Lost
2717_P2,19,0,-3525,-771,41,-15,-9,Lost
3235_P2,-299,0,2557,1207,,28,14,Won
6349_P2,-107,0,2002,931,,20,7,Lost
6856_P2,15,0,-1925,-329,67,-10,-1,Lost
7054_P2,50,0,-2596,-313,28,-5,-1,Lost
7249_P2,35,0,-3261,-925,-18,-19,-8,Lost
7371_P2,-10,0,3244,921,,19,4,Won
7433_P2,-132,0,695,314,,10,5,Lost
7706_P2,-9,0,487,1191,26,25,4,Lost
7744_P2,-26,0,4275,1241,2,25,12,Won
8037_P2,-37,0,919,468,-4,10,5,Lost
8061_P2,-206,0,2855,1174,,23,10,Lost
8365_P2,-48,0,47,30,25,2,4,Lost
8523_P2,-86,0,-23,-23,,-2,-1,Lost
10091_P2,17,0,-26,127,5,2,2,Lost
10554_P2,-6,0,60,60,,2,1,Won
10581_P2,-21,0,383,383,-6,8,3,Lost
11026_P2,-4,0,-87,-87,-23,-1,0,Lost
338_P1,-14,0,4671,-252,,-5,-2,Won
665_P1,-18,0,6383,338,10,8,4,Won
687_P1,-274,0,2817,616,,12,7,Won
2088_P1,-103,0,10774,1559,-8,33,13,Won
2258_P1,-45,0,3417,352,,4,2,Won
2497_P1,-118,0,5157,819,7,18,9,Won
2745_P1,-206,0,6469,1054,,22,9,Won
2803_P1,-46,0,2328,561,-9,10,6,Won
3065_P1,-55,0,834,825,0,19,9,Won
3523_P1,-165,0,8524,1573,-29,33,18,Won
3696_P1,-116,0,7871,1257,,26,16,Won
3752_P1,-36,0,5485,856,-80,17,5,Won
3840_P1,-41,0,2756,1140,2,18,9,Won
3852_P1,-1311,0,2304,1193,1,26,8,Won
3880_P1,-1274,0,9958,2209,,45,18,Won
4087_P1,-125,0,4962,1387,10,28,14,Won
4316_P1,-25,0,6317,94,-9,3,4,Won
4393_P1,-222,0,4745,1814,-5,36,13,Won
4578_P1,-12,0,1890,237,-23,3,4,Won
5134_P1,-448,0,7629,805,-8,18,10,Won
5185_P1,-176,0,3387,896,8,25,10,Won
5448_P1,-75,0,5305,1326,-12,25,8,Won
5483_P1,-103,0,5784,1315,,27,10,Won
5545_P1,-714,0,2741,876,,21,7,Won
5933_P1,-766,0,4127,1196,,29,12,Won
5998_P1,-161,0,6790,1180,,22,7,Won
6543_P1,-128,0,3352,1217,-30,29,12,Won
7918_P1,-160,0,2100,1123,,26,8,Won
8358_P1,-33,0,1104,237,34,3,2,Won
9627_P1,-659,0,1465,961,-20,26,14,Won
9946_P1,-59,0,285,285,,7,1,Won
10266_P1,-23,0,236,236,,5,-2,Won
10622_P1,-40,0,75,75,36,-2,-2,Won
133_P2,-9,0,797,40,-22,8,-1,Won
423_P2,-32,0,12044,161,,-3,-2,Won
1898_P2,-29,0,9727,1131,,26,9,Won
2070_P2,-210,0,104,14,,-2,-1,Won
2911_P2,-850,0,2368,818,,17,8,Won
3134_P2,-39,0,-1710,626,-74,18,3,Won
4173_P2,-183,0,8829,1771,-24,41,17,Won
5410_P2,-24,0,2238,767,-25,16,6,Won
5525_P2,-41,0,2500,476,14,8,4,Won
5760_P2,-61,0,3998,910,-58,14,2,Won
5957_P2,-443,0,2037,1048,,22,9,Won
6273_P2,-36,0,5315,816,13,22,-2,Won
6544_P2,20,0,-1199,-628,-59,-15,-6,Won
6598_P2,-651,0,1784,885,,20,7,Won
6705_P2,-255,0,4891,1472,,31,13,Won
7154_P2,-26,0,2940,320,-32,8,3,Won
7240_P2,-34,0,4854,591,-106,12,3,Won
7279_P2,-235,0,5464,1228,,26,10,Won
7634_P2,-10,0,1067,78,-47,-1,0,Won
8166_P2,-22,0,2088,547,-45,12,7,Won
8169_P2,-105,0,1348,396,-22,10,7,Won
8238_P2,-16,0,1324,166,2,6,-3,Won
8354_P2,13,0,171,361,-39,7,-3,Won
8382_P2,-1258,0,2800,1428,,31,11,Won
8416_P2,-364,0,4309,1584,-103,36,14,Won
9289_P2,-173,0,1895,1451,,35,14,Won
9370_P2,-21,0,1211,612,,19,-3,Won
9720_P2,16,0,-1531,-1136,-32,-19,-7,Won
9813_P2,-111,0,248,239,,3,-1,Won
9843_P2,-74,0,1361,753,,14,4,Won
9915_P2,24,0,-2014,-1669,-41,-34,-12,Won
9918_P2,-48,0,648,537,6,15,6,Won
9988_P2,-32,0,261,30,-52,3,-1,Won
10250_P2,-7,0,521,521,,7,-4,Won
10343_P2,-131,0,1252,1252,-62,27,8,Won
10647_P2,-352,0,482,482,,11,5,Won
10666_P2,-127,0,161,161,33,3,3,Won
10881_P2,-502,0,80,80,,2,2,Won
11031_P2,-23,0,75,75,,3,0,Won
454_P1,-96,0,5204,643,-32,13,10,Lost
572_P1,-116,0,3966,1257,-78,24,11,Won
1193_P1,16,0,-7417,-239,-34,-3,-3,Lost
1207_P1,-32,0,8969,360,,9,4,Won
1326_P1,-214,0,2737,1097,-43,22,13,Lost
1785_P1,-53,0,173,511,,11,5,Won
2048_P1,-245,0,-16,105,0,2,1,Won
2105_P1,-69,0,2943,861,3,16,7,Won
2268_P1,-181,0,6563,1105,,21,11,Won
2414_P1,-27,0,4203,-12,,0,-5,Won
2519_P1,-52,0,942,929,,20,6,Won
3095_P1,-1644,0,2567,2083,-25,46,13,Won
3179_P1,-25,0,4402,117,,3,2,Won
3232_P1,-175,0,1279,1146,-6,25,7,Won
3459_P1,-257,0,4215,877,11,21,10,Won
3463_P1,-360,0,1123,288,26,5,2,Won
3494_P1,-11,0,1669,523,,13,7,Won
3526_P1,-118,0,-286,1795,12,44,15,Won
3706_P1,-15,0,7413,106,68,-7,-9,Lost
3895_P1,-26,0,4507,1732,35,30,7,Won
4065_P1,-31,0,7670,1235,17,26,14,Won
4077_P1,-82,0,3457,1179,-16,27,9,Won
4177_P1,-144,0,3775,869,-4,23,9,Lost
4180_P1,-118,0,3838,873,,23,9,Won
4315_P1,-6,0,-2663,189,-14,1,-1,Won
4331_P1,-203,0,3612,962,14,24,10,Won
4928_P1,-204,0,3614,932,-73,16,8,Won
4994_P1,-212,0,4868,864,,17,9,Won
5133_P1,-157,0,6765,1484,9,32,14,Won
5187_P1,-77,0,2254,800,5,14,5,Won
5321_P1,-37,0,4789,1003,,17,1,Won
5358_P1,-210,0,-2029,395,7,10,4,Won
5375_P1,-605,0,5642,1135,,21,11,Won
5529_P1,-275,0,3952,1183,,25,11,Won
5533_P1,-1506,0,3290,1074,-13,28,11,Won
5684_P1,-87,0,278,624,-19,13,4,Won
5970_P1,-42,0,5084,758,2,13,7,Won
6544_P1,-20,0,1199,628,59,15,6,Lost
6558_P1,-78,0,3655,891,10,24,12,Lost
6570_P1,-1085,0,3572,1466,,35,15,Won
6867_P1,-205,0,3379,1388,-20,33,15,Won
7064_P1,-206,0,3743,1166,-29,24,12,Won
7588_P1,-35,0,1614,282,,3,1,Won
7966_P1,-11,0,-3518,-1622,,-32,-13,Won
8050_P1,-333,0,2929,1208,-56,28,14,Won
8290_P1,-60,0,3093,1302,-70,25,2,Lost
8312_P1,-17,0,2347,214,-90,2,-2,Won
8395_P1,-30,0,660,330,,7,3,Won
8694_P1,-14,0,-211,-47,-64,-3,0,Won
8815_P1,-273,0,1895,871,,23,15,Won
9077_P1,-707,0,2461,1796,,38,13,Won
9136_P1,-19,0,215,361,-41,9,0,Won
9146_P1,-252,0,1920,1497,-22,35,16,Won
9150_P1,-522,0,1280,1303,23,34,12,Won
9229_P1,-23,0,2904,1589,,34,8,Won
9271_P1,-236,0,1404,729,,19,11,Won
9534_P1,-28,0,962,575,48,13,10,Won
9535_P1,-113,0,2647,1585,20,36,11,Won
9728_P1,-132,0,1181,1207,,31,8,Won
9879_P1,-11,0,-591,-309,2,-7,-3,Won
9932_P1,-524,0,925,814,,21,8,Won
9943_P1,-72,0,2154,1888,,41,13,Won
10365_P1,-3,0,-47,-47,-22,0,0,Won
10418_P1,-362,0,654,654,,17,8,Won
10444_P1,-22,0,27,27,,-1,-5,Won
10621_P1,-7,0,655,655,-22,20,3,Won
10673_P1,-139,0,131,131,,3,1,Won
10760_P1,-210,0,235,235,,6,2,Won
10770_P1,-137,0,188,188,,4,4,Won
10778_P1,-216,0,328,328,,7,4,Won
10908_P1,-252,0,477,477,,10,3,Won
10910_P1,-273,0,143,143,,3,2,Won
10952_P1,-35,0,-80,-80,,-2,-2,Won
11075_P1,-28,0,,,,,,Won
771_P2,-50,0,11243,1278,-20,25,2,Won
1485_P2,-38,0,10479,450,-7,12,10,Won
1748_P2,-175,0,6762,499,-29,9,5,Won
2069_P2,-697,0,1773,197,,4,3,Won
2085_P2,-1145,0,640,329,,6,4,Won
2790_P2,-84,0,2260,585,-36,15,10,Won
3075_P2,-95,0,2953,1748,-26,39,14,Won
3247_P2,-143,0,1315,593,,15,6,Lost
3513_P2,-71,0,4997,857,,16,4,Lost
3547_P2,-82,0,2663,574,,16,2,Won
4012_P2,-241,0,6906,1049,-47,21,9,Won
4035_P2,-74,0,6843,1630,,27,6,Won
4190_P2,-777,0,7338,1153,-2,25,14,Won
4233_P2,-293,0,7940,1479,-54,31,12,Won
4374_P2,23,0,-3153,-646,-65,-14,-8,Won
4380_P2,-270,0,4629,1700,-16,34,12,Won
4408_P2,-370,0,4391,1340,,32,12,Won
4872_P2,-91,0,5890,963,24,15,5,Won
5146_P2,-136,0,5005,1142,,25,12,Won
5181_P2,-184,0,3381,1180,-47,24,9,Won
5390_P2,-1156,0,3355,514,,13,7,Won
5424_P2,-70,0,7061,524,-76,8,0,Won
5528_P2,-366,0,2984,710,,17,8,Won
5705_P2,-190,0,3405,626,,12,7,Won
5906_P2,-117,0,2567,577,43,15,7,Won
5950_P2,-154,0,1834,557,,13,5,Won
6560_P2,-120,0,172,148,,2,0,Won
6689_P2,-73,0,947,811,,16,6,Won
6894_P2,-79,0,687,330,,9,4,Won
7248_P2,-61,0,2466,1101,-11,22,10,Won
7681_P2,-53,0,3713,1292,,22,6,Won
7692_P2,-929,0,4122,1780,,35,16,Won
7721_P2,-16,0,-1385,-212,,-8,-5,Won
8024_P2,-56,0,3228,360,-30,11,8,Lost
8109_P2,-48,0,3341,669,-68,13,1,Won
8857_P2,-33,0,1260,346,17,4,1,Won
8950_P2,-77,0,2653,1910,8,39,5,Won
9139_P2,-146,0,1773,1547,32,34,15,Won
9269_P2,-20,0,216,337,,8,4,Won
9530_P2,-516,0,920,857,5,22,8,Won
9640_P2,-16,0,19,-300,-25,-9,-8,Won
9804_P2,-53,0,316,482,2,15,1,Won
9822_P2,-53,0,1063,734,,18,6,Won
9897_P2,-117,0,1704,1501,-52,30,5,Won
9933_P2,-221,0,2274,1929,,43,15,Won
9957_P2,-305,0,897,857,,20,11,Won
10076_P2,-213,0,1910,1565,21,30,11,Won
10213_P2,-27,0,282,129,,1,-2,Won
10324_P2,-4,0,-103,-103,28,-4,-1,Won
10679_P2,-150,0,409,409,,10,5,Lost
10690_P2,-200,0,303,303,,8,5,Won
10871_P2,26,0,-175,-175,-76,-5,-1,Won
10898_P2,-12,0,233,233,15,5,3,Won
11000_P2,-14,0,331,331,,8,1,Won
927_P1,-46,0,861,550,12,9,5,Won
1778_P1,-1631,0,7037,731,,14,8,Won
2138_P1,-263,0,1964,1160,,26,10,Won
2521_P1,-286,0,9308,1010,,23,7,Won
2585_P1,24,0,-9035,-888,8,-17,-9,Lost
2658_P1,-134,0,2173,929,-8,20,8,Won
2788_P1,-13,0,2100,322,-19,11,7,Won
3203_P1,20,0,-5571,-391,18,-13,-7,Lost
3888_P1,-6,0,-2417,-15,-9,-7,-4,Won
4080_P1,-152,0,8632,1606,14,35,17,Won
4383_P1,-29,0,6709,1001,48,20,12,Lost
4852_P1,-4,0,-441,253,,5,-2,Lost
4985_P1,-56,0,515,518,-16,18,6,Won
5665_P1,20,0,-4847,-133,-69,-2,-4,Won
6115_P1,-5,0,3238,-450,-11,-11,-1,Lost
6351_P1,-147,0,4787,679,,14,2,Won
6384_P1,-6,0,373,-24,-17,4,1,Won
6917_P1,-96,0,846,384,,10,6,Won
7193_P1,39,0,-2364,-792,-24,-19,-6,Lost
7437_P1,-48,0,2418,419,,10,7,Lost
7486_P1,20,0,-2533,-435,-42,2,-3,Won
7916_P1,-26,0,1140,593,,10,3,Lost
8112_P1,-17,0,-2359,-1411,,-34,-15,Won
8183_P1,-139,0,1474,830,-7,19,7,Won
8215_P1,-154,0,1782,469,,12,7,Won
8497_P1,-226,0,339,312,,9,5,Won
8878_P1,-80,0,3604,1809,,38,19,Won
8936_P1,-23,0,1487,1250,-31,33,12,Won
9135_P1,-10,0,651,971,47,25,2,Won
9155_P1,-161,0,2993,1609,,35,12,Won
9720_P1,-16,0,1531,1136,32,19,7,Lost
9994_P1,-37,0,229,193,-5,7,2,Won
10079_P1,-68,0,522,329,-2,8,4,Won
10088_P1,-28,0,110,-90,-26,-7,-4,Won
10162_P1,-1,0,847,791,55,14,4,Lost
10524_P1,-263,0,98,98,,2,2,Won
10659_P1,-127,0,143,143,25,3,3,Won
10664_P1,21,0,-182,-182,-32,-5,-5,Lost
229_P2,-60,0,4884,1398,,32,6,Won
327_P2,-47,0,1793,894,-3,14,5,Won
534_P2,-60,0,14983,1480,,25,7,Won
889_P2,-19,0,5345,-84,8,-1,-4,Won
1190_P2,-111,0,5606,897,-28,20,10,Won
1270_P2,-32,0,2860,1196,-5,28,11,Won
1552_P2,-73,0,8534,915,1,19,9,Lost
1727_P2,-51,0,1496,868,,18,7,Won
1987_P2,-233,0,3339,1230,39,30,15,Won
2318_P2,-269,0,867,556,-20,11,4,Won
3068_P2,-199,0,2960,1811,9,41,14,Won
3250_P2,-17,0,1078,54,,2,-1,Lost
3457_P2,-16,0,-547,702,-31,12,12,Lost
3478_P2,-40,0,1324,300,,6,3,Won
4154_P2,-187,0,8914,1771,10,40,16,Won
4333_P2,-393,0,4903,1983,-7,41,17,Won
5142_P2,-438,0,4181,877,-47,23,10,Won
5359_P2,-51,0,327,394,-2,3,1,Won
5515_P2,32,0,1426,-614,-72,-12,-3,Lost
5590_P2,-160,0,520,31,0,2,2,Won
5996_P2,-116,0,2921,1428,,27,13,Won
6074_P2,-183,0,5528,1011,6,19,11,Won
6252_P2,-201,0,-211,-213,,-5,-2,Lost
6861_P2,-35,0,1962,1088,-16,25,11,Lost
7008_P2,-52,0,3199,540,25,8,4,Won
7389_P2,-82,0,479,520,-90,15,5,Won
7392_P2,-25,0,2415,603,-70,12,2,Won
7481_P2,-90,0,1035,996,90,17,3,Won
7540_P2,-43,0,5357,1315,-60,32,5,Won
7755_P2,-48,0,112,262,-14,6,2,Won
7904_P2,31,0,-2338,-653,52,-16,-8,Lost
8076_P2,-218,0,3095,1500,,35,14,Lost
8492_P2,35,0,-587,-161,-48,-4,0,Won
8706_P2,-156,0,2051,1382,-37,37,16,Won
9045_P2,-8,0,35,125,12,0,0,Won
9158_P2,-481,0,1566,1397,,35,12,Won
9416_P2,-62,0,1059,382,26,8,7,Won
9608_P2,-64,0,653,653,,15,5,Won
9658_P2,-6,0,486,-187,,-7,0,Won
10495_P2,-69,0,716,716,,14,4,Won
10508_P2,-208,0,266,266,-7,7,5,Won
10520_P2,-43,0,446,446,,6,2,Won
10608_P2,-132,0,762,762,,19,8,Won
10638_P2,-104,0,348,348,20,9,3,Lost
10654_P2,-53,0,579,579,,13,5,Won
10725_P2,-440,0,113,113,,2,0,Won
10838_P2,-25,0,215,215,-56,4,0,Lost
10934_P2,-224,0,234,234,,5,4,Won
10981_P2,-20,0,192,192,24,4,0,Won
11059_P2,-6,0,-48,-48,-48,0,0,Won
61_P1,-119,0,12931,1979,,35,16,Won
190_P1,-238,0,5336,1435,-76,27,14,Won
285_P1,-32,0,948,1127,21,19,7,Won
684_P1,-61,0,10547,506,,11,10,Won
2034_P1,-29,0,6007,1004,-4,21,10,Won
2045_P1,-181,0,1747,171,-26,4,3,Won
2089_P1,-39,0,7843,777,23,14,1,Won
2247_P1,-133,0,4625,700,-6,14,5,Won
2340_P1,-565,0,9807,1101,-34,23,5,Won
2546_P1,-50,0,6627,474,-104,6,3,Won
3670_P1,-103,0,2750,550,2,15,4,Won
4074_P1,-158,0,5034,779,-48,19,4,Won
4334_P1,-252,0,1712,1417,7,30,10,Won
4534_P1,-62,0,1319,476,-16,11,4,Won
4591_P1,-53,0,2084,466,31,9,8,Won
4884_P1,-128,0,6263,1504,-3,33,7,Won
5715_P1,-112,0,4841,820,,15,6,Won
7278_P1,-75,0,1260,488,,12,7,Won
8029_P1,-64,0,4011,1087,-8,21,5,Won
8280_P1,-13,0,1596,389,41,7,-1,Won
8355_P1,-104,0,1879,860,-41,20,8,Won
8974_P1,-91,0,3589,2456,,46,12,Won
9584_P1,-56,0,1675,1039,-6,18,0,Won
10683_P1,-50,0,726,726,,14,6,Won
10839_P1,-6,0,-152,-152,15,-5,-2,Won
387_P2,-43,0,8542,410,-78,9,-1,Won
560_P2,-59,0,1545,511,-24,10,3,Won
860_P2,-7,0,1689,-311,2,-4,-6,Won
1162_P2,-66,0,1934,910,,21,9,Won
1964_P2,-92,0,9007,1491,53,27,15,Won
2064_P2,-59,0,5316,846,,18,6,Won
2198_P2,-18,0,4462,-5,,-1,-4,Won
2280_P2,-1504,0,4075,596,-69,15,6,Won
2708_P2,-1,0,-2727,107,-97,5,-2,Won
2939_P2,-5,0,5282,-452,-29,-12,-1,Won
3543_P2,-197,0,5787,2095,,35,4,Won
3936_P2,-80,0,2564,1181,,22,8,Won
4065_P2,31,0,-7670,-1235,-17,-26,-14,Lost
4245_P2,-48,0,5398,1784,13,28,11,Won
4729_P2,-162,0,7185,1183,-5,28,10,Won
5123_P2,-1565,0,5646,1310,-16,25,14,Won
5376_P2,-291,0,2848,844,,21,7,Won
5562_P2,-375,0,3254,1038,,27,10,Won
6081_P2,-63,0,187,462,,11,5,Won
6576_P2,-411,0,417,417,,9,4,Won
7015_P2,-6,0,898,309,2,5,3,Won
7193_P2,-39,0,2364,792,24,19,6,Won
7203_P2,-211,0,2792,1230,14,27,13,Won
7387_P2,54,0,-4399,-955,4,-20,-10,Won
7400_P2,-166,0,5003,1519,-28,34,14,Won
7654_P2,-46,0,2168,550,2,13,6,Won
7897_P2,-106,0,2183,622,-15,13,6,Won
8135_P2,-11,0,-4449,-1409,-36,-31,-14,Won
8164_P2,-24,0,992,-142,-56,-6,-1,Won
8662_P2,-68,0,1358,466,,11,3,Won
8712_P2,-208,0,2531,1510,-28,33,14,Won
8800_P2,-92,0,1352,681,,19,12,Won
9414_P2,-134,0,1003,996,-12,25,7,Won
9506_P2,-77,0,1458,1201,,26,8,Won
9526_P2,-8,0,-118,-369,-7,-6,-1,Won
9539_P2,-117,0,642,339,9,8,3,Won
9830_P2,-226,0,1324,823,-41,19,9,Won
9921_P2,-38,0,1936,1591,32,32,9,Won
10656_P2,-31,0,203,203,,5,-1,Won
10672_P2,-63,0,435,435,,11,6,Won
10747_P2,-20,0,5,5,32,-1,0,Won
5214_P1,-32,0,-1449,423,-81,13,5,Lost
7578_P1,-94,0,3348,973,-35,21,11,Lost
257_P1,-14,0,8817,-214,10,-2,-2,Won
1107_P1,-252,0,1073,654,-65,13,7,Won
1742_P1,-20,0,2646,-7,3,-1,1,Won
1747_P1,-276,0,4607,1221,1,20,10,Won
1759_P1,-109,0,3448,1050,10,25,9,Won
1980_P1,-654,0,8497,1283,-5,28,10,Won
2125_P1,-89,0,4956,850,,19,4,Won
2729_P1,-364,0,5591,1497,,33,16,Won
2730_P1,-197,0,5904,902,13,16,5,Won
2792_P1,-53,0,7931,-16,0,0,3,Won
2794_P1,-135,0,6136,994,-41,21,6,Won
3695_P1,-55,0,4095,1020,,19,10,Won
3971_P1,-43,0,9279,847,-89,15,0,Won
4031_P1,-364,0,9432,1896,-17,38,16,Won
4227_P1,-34,0,5891,570,-23,10,-2,Won
4328_P1,-99,0,1149,1129,-17,23,7,Won
4330_P1,-259,0,2081,409,-17,11,4,Won
4338_P1,-1321,0,1437,1154,3,25,9,Won
4528_P1,-219,0,4990,903,,23,7,Won
4610_P1,-83,0,6930,1080,,21,9,Won
4749_P1,-222,0,7969,1253,,28,10,Won
4966_P1,-246,0,4832,711,-44,17,8,Won
5025_P1,-157,0,3260,1351,-35,22,10,Won
5050_P1,-19,0,5374,728,,13,-4,Won
5999_P1,-185,0,5616,1325,,25,10,Won
6015_P1,-195,0,1687,247,,7,5,Won
6521_P1,-112,0,4093,1323,-43,26,12,Won
6610_P1,-117,0,5542,735,-61,16,6,Won
7027_P1,-135,0,2863,1127,,27,13,Won
7060_P1,-131,0,3336,977,37,19,6,Won
7211_P1,-168,0,2267,921,,23,10,Won
7260_P1,-318,0,5667,1724,-31,43,16,Won
7262_P1,-61,0,1345,504,-15,13,8,Won
7584_P1,-199,0,1860,1548,,30,6,Won
7608_P1,-922,0,4108,917,,20,6,Won
8392_P1,-410,0,1504,743,,16,6,Won
8821_P1,-77,0,1058,156,,4,0,Won
9058_P1,-22,0,461,559,,9,-2,Won
9256_P1,-22,0,1485,1300,16,31,9,Won
9541_P1,-361,0,1561,1032,19,24,12,Won
9738_P1,-92,0,1057,921,,24,8,Won
10208_P1,-13,0,256,320,-2,7,1,Won
10911_P1,-486,0,,,,,,Won
11001_P1,-14,0,-10,-10,,-1,-1,Won
335_P2,-29,0,4757,386,,9,4,Won
417_P2,-19,0,-823,390,10,10,-5,Won
557_P2,8,0,-5919,225,46,4,-4,Won
1176_P2,-119,0,3588,871,,17,5,Won
1667_P2,-83,0,3544,221,-19,5,3,Won
1750_P2,-1821,0,1377,392,8,9,6,Won
2030_P2,-216,0,-367,303,-26,7,3,Won
2052_P2,-36,0,7009,-628,18,-18,-9,Won
2734_P2,-640,0,609,550,16,14,7,Won
3366_P2,-72,0,1726,744,-11,14,2,Won
4325_P2,-313,0,3704,867,14,22,9,Won
5007_P2,-23,0,4614,817,,21,5,Won
5144_P2,-269,0,3389,981,,23,10,Won
5156_P2,-566,0,4541,573,,14,6,Won
5718_P2,-137,0,1142,725,,14,3,Won
6010_P2,-54,0,3732,1918,,38,10,Won
6075_P2,-159,0,1151,403,-19,12,8,Won
6205_P2,-114,0,3661,795,-43,19,6,Won
6546_P2,-389,0,266,295,-55,7,3,Won
6701_P2,-78,0,831,244,,4,1,Won
6860_P2,-49,0,1275,574,-8,14,10,Won
7087_P2,-93,0,380,221,,6,5,Won
7475_P2,3,0,1129,-107,85,-13,-3,Won
7487_P2,-42,0,2857,1029,28,20,7,Won
7687_P2,-315,0,4441,1898,,39,16,Won
9231_P2,-22,0,2981,1705,,43,6,Won
9727_P2,-30,0,241,227,,2,-5,Won
9976_P2,-12,0,120,-209,-1,-7,0,Won
9979_P2,-13,0,474,524,-1,9,-2,Won
10253_P2,-1,0,63,63,-48,5,2,Won
10403_P2,-28,0,289,289,-51,7,1,Won
10506_P2,-6,0,119,119,29,2,2,Won
10717_P2,-406,0,316,316,-37,7,2,Won
10765_P2,-66,0,464,464,,12,6,Won
10797_P2,-24,0,270,270,0,6,-1,Won
10953_P2,-45,0,93,93,-82,1,0,Won
10960_P2,-61,0,268,268,-95,5,1,Won
1265_P1,4,0,-313,-517,-38,-10,0,Lost
2042_P1,11,0,-2575,-965,-10,-24,-8,Lost
1743_P2,4,0,-7464,-227,-17,-3,-2,Lost
9124_P2,-5,0,185,-673,83,-20,-3,Lost
602_P1,-6,0,2255,-551,31,-15,-5,Won
1052_P1,-11,0,10563,320,6,7,-2,Won
1157_P1,-28,0,9796,495,-46,14,7,Won
2002_P1,-415,0,1718,280,-22,7,4,Won
2058_P1,-218,0,5456,478,,10,5,Won
2257_P1,-82,0,8583,945,,20,10,Won
2337_P1,-278,0,3957,1446,,26,11,Won
2408_P1,-26,0,8762,-395,-5,-11,-9,Won
2759_P1,-98,0,4777,994,,24,12,Won
3527_P1,-214,0,5539,1306,30,28,12,Won
3867_P1,-1126,0,4487,906,,23,11,Won
4014_P1,-151,0,8550,1908,0,42,19,Won
4218_P1,-43,0,5991,537,10,12,7,Won
4226_P1,-21,0,1614,97,-63,5,2,Won
4391_P1,-137,0,75,1197,,22,4,Won
4581_P1,-128,0,6980,1111,-21,24,10,Won
4756_P1,-762,0,3109,912,,20,9,Won
4970_P1,-6,0,-617,-536,28,-12,-2,Won
5182_P1,-252,0,3726,1000,-27,18,10,Won
6017_P1,-193,0,6554,1450,,29,13,Won
6082_P1,-375,0,812,382,,9,7,Won
6581_P1,-81,0,3376,419,,9,4,Won
6584_P1,-434,0,1451,1039,,21,9,Won
6891_P1,-109,0,3035,1190,,28,14,Won
7069_P1,-500,0,871,372,36,10,7,Won
7201_P1,-37,0,1455,922,39,19,8,Won
7280_P1,-219,0,477,531,,14,7,Won
7316_P1,-35,0,4262,382,,5,4,Won
7533_P1,-75,0,5514,1185,-93,29,6,Won
7639_P1,-14,0,572,416,-36,10,4,Won
7723_P1,-26,0,3709,1142,-89,23,6,Won
7865_P1,-23,0,1923,661,,4,1,Won
8331_P1,-279,0,3094,1090,,23,11,Won
8370_P1,-475,0,3544,1436,-10,34,14,Won
8402_P1,-307,0,1903,730,,17,6,Won
8520_P1,-685,0,1762,1013,,21,8,Won
8792_P1,-22,0,634,682,,15,2,Won
8906_P1,-16,0,2073,553,,4,-3,Won
8931_P1,-2,0,796,673,58,15,4,Won
8995_P1,-93,0,1878,1467,-49,39,15,Won
9191_P1,-28,0,2859,1977,,50,7,Won
9355_P1,-6,0,914,403,-27,3,-1,Won
9362_P1,-12,0,1158,776,38,13,1,Won
9743_P1,-30,0,419,364,,10,0,Won
9797_P1,-21,0,1237,716,26,16,4,Won
9848_P1,-32,0,1222,662,,15,1,Won
9924_P1,-5,0,-69,-126,-65,-4,1,Won
9948_P1,-96,0,750,639,,17,8,Won
10047_P1,-14,0,655,439,,11,-1,Won
10255_P1,-75,0,1020,1020,-35,17,5,Won
10274_P1,-115,0,1114,1114,-63,24,6,Won
10339_P1,-76,0,787,787,-18,15,4,Won
10640_P1,-35,0,496,496,16,12,8,Won
10707_P1,-142,0,726,726,,14,6,Won
907_P2,-12,0,3716,-172,,-1,-7,Won
918_P2,-12,0,1055,139,-11,2,2,Won
1459_P2,-10,0,-602,558,,9,1,Won
1675_P2,-40,0,5338,333,-24,9,3,Won
2042_P2,-11,0,2575,965,10,24,8,Won
2592_P2,-163,0,8966,1294,-20,26,7,Won
3060_P2,-94,0,375,452,4,8,4,Won
3205_P2,19,0,-5949,-511,29,-7,-11,Won
3238_P2,-59,0,-4337,175,,5,1,Won
3668_P2,-298,0,6402,2350,0,41,18,Won
4537_P2,-124,0,2002,303,,8,3,Won
